review,rating,categories
Super slow on logging in and need to verify mobile # and email everytime you want to log in. Its so hassle haist,1,security features /  loading speed
"GoTyme, means go save! I really love this app napaka daling gamitin at napaka useful. Ni recommended ko ito sa mga friends ko!",5,user friendliness
False advertisement and now I want to close my account they are giving me hard time,1,transaction legitimacy
This replaces Gcash for me in a lot of occasions. Even with the 10 peso charge it is reliable and stable.,5,transaction legitimacy
Just collecting information and auto-deny the application. No recommended!!!,1,transaction approval
"Fast approved loan (P4,000) in less than 1 minute. No interest fee and to pay in just 7 days.",5,leniency /  transaction speed
Nice and super comfortable. I like this apps very much,5,user friendliness
So helpful in times of need,5,transaction speed
Very fast a Process fee is a bit high but 6months minimum terms very helpful,5,transaction speed
Great help for a mom like me! No hassle and no long queues because of this app! Interest rate is also high! I love it!,5,loan interest
"Fast action if you have a problem. Anyways, I would like to ask why does the app exit itself whenever I go to citipayall after choosing the payment terms?",5,customer service /  feature accessibility
Very helpful app . It really helps me a lot specially when i get short on grocery budget hehe.. thank u very much plentina! Keep up the good work!,5,transaction flexibility
I cannot use my eligibility to get loans in your any partner .. Why .. Please fix your problem,1,transaction flexibility
Not a reliable app! App was too slow to operate!,1,loading speed
This is a greag opportunity to earn high interest on savings. The ATM card is a big plus. Looking forward for better secured digital banking.,5,savings interest
kakainis kailang mg update Ng mg update kaka update ko lng 1week tapos update nnmn hays,1,app installation
Easy to apply loan and fast approval.thankyou,5,transaction approval /  transaction speed /  user friendliness
"just one star because THEY don't look good when they go to cimb, they suddenly close or block, so many people move to other banks and when the account is closed, they won't give it to me anymore, it makes me lose my appetite",1,transaction legitimacy
"Easy to use, saves up time, and travel expenses to go to a bank. Though, it always has issues with maintenance and right now, how come the option to send money to another local bank is gone?",5,user friendliness /  transaction speed /  maintenance /  feature accessibility
The app is fine and for a time i really enjoyed using this digital bank. But the customer is really disappointing. Puro templated reaponse and halatang wala silang pakialam sa client nila. Ni hindi marunong mag empathy. Worse customer service crew ever.,1,customer service
Convinient and easy to use. Paying bills and making bank transfer made easier.,5,user friendliness
"Very fast transaction app ,and reliable .",5,transaction speed
"The app is great. However, I've been having a hard time with it lately because I had to reformat my phone and the app now recognizes it as a 'new' device. I can't log in anymore because it's asking me to confirm something on my 'old' device which is literally the same phone. The OTP is delayed as well EDIT: will give the app 4 stars now after receiving the help I need. I hope they make the manual log-in option permanent.",4,feature accessibility /  security features
It's very useful it's help a lot during in any circumstances that I needed most thanks for this app,5,transaction speed
so nice this app is very easy to use transaction so why i always using this kind off app.,5,user friendliness
Ang hirap ng face capturing nila! Jusko... Lagi ding insufficient balance daw. Kahit may laman naman!🤔😏😏,1,feature accessibility
Walang selbing apps to. Mag send nang nang sms sayo nag offer nang ok pagmag apply ka declined. Uninstall kaagad pag ganitong klasing apps.,1,transaction approval
Nangunguha lang ng data tapos failed na after mo ma submit. Scamer pala tong apps nato.,1,data privacy
Magandang mabilis mkapasok pero d pa ako mkapagloan.sana mkapagloan agad.5 star may rate.,5,loading speed /  transaction speed
Fraud scammer app ! They sent a text to pay loan early. I paid 2700 for a loan I got 1600 only. Then I tried to reloan the amount shows 1k and I will get 650? Then you rejected my second loan. DO NOT download this app. I did reach out to your Customer Service through chat and they told me that the text I received is only system-generated..So what that does mean? You're all lies and scam.. I regret paying early!,1,transaction legitimacy /  transaction approval /  customer service
It is so hard to report a problem with citibank. No mobile number given only land line.,1,customer service
Very nice and helpful app. Sana wag na po kayo maghigpit lalo na sa mga legit na customer niyo po at good payer po na mga tao! Para po okay na okay.thanks mocasa.,5,leniency
I recommend this app so very helpful and low interest 🙂 I'm so satisfying,5,loan interest
"Di maganda service, mga paasa. Farmers lang pinagbibigyan yung mga good payer hindi. Rating as 1 kung may negative lang yun irarate ko",1,customer service
This is my bad experience I was about to cash in my money to Gcash but I can't lol this app with a poor services 😡😡😡u just wasting others time,1,feature accessibility
"Always in maintenance and slow to update payments, especially during due dates.",1,maintenance
OTP is slow. Please fix ASAP. Thank you,4,loading speed /  security features
I can't select a bank for my transfer. This sucks. Hay nako. Frustrating. So very difficult to use abroad.,1,transaction flexibility
"Good quick loan software, if you need money urgently, you can try it. It is very safe to borrow money. You can repay small loans and borrow money in installments. It is a convenient money lending app.",5,transaction legitimacy /  transaction speed
i love this app its fast and easy to use Thank you very much SeaBank,5,transaction speed /  user friendliness
System generated fine..what are you going to do if gcash is Unavailable..our money is there in gcash we are willing to pay but cant do that since our ways is Unavailable..why dont you just put penalty for a day or 2 till gcash works so we can have our money there,1,feature accessibility
